ArcID,Day,IsOpen,TrafficLimit,TrafficFlowed,TrafficSlack,Utilization,RiskScore
"55-kl",17,True,Infinity,0,Infinity,,0
"55-lm",17,True,Infinity,0,Infinity,,0
"55 west of Daegu",17,True,Infinity,0,Infinity,,0
"55 east of Daegu",17,True,Infinity,325000,Infinity,,0
"55-no",17,True,325000,325000,0,1,1
"55-op",17,True,Infinity,325000,Infinity,,0
"55-pq",17,True,Infinity,325000,Infinity,,0
"55-qr",17,True,Infinity,785822.330182838,Infinity,,0
"55-rs",17,True,Infinity,785822.330182838,Infinity,,0
"55-st",17,True,Infinity,785822.330182838,Infinity,,0
"55-tu",17,True,Infinity,785822.330182838,Infinity,,0
"55-uv",17,True,Infinity,785822.330182838,Infinity,,0
"55 near Gimhae",17,True,Infinity,0,Infinity,,0
"10-a",17,True,Infinity,0,Infinity,,0
"10-b",17,True,Infinity,0,Infinity,,0
"10-c",17,True,Infinity,0,Infinity,,0
"Andong-55",17,True,Infinity,0,Infinity,,0
"35 east of Andong",17,True,Infinity,784602.525405779,Infinity,,0
"35ab",17,True,Infinity,784602.525405779,Infinity,,0
"35bc",17,True,Infinity,784602.525405779,Infinity,,0
"35cd",17,True,Infinity,784602.525405779,Infinity,,0
"55-Gyeongbuk",17,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",17,True,Infinity,0,Infinity,,0
"20 west Pohang",17,True,Infinity,0,Infinity,,0
"20-bc",17,True,Infinity,0,Infinity,,0
"20-35",17,True,Infinity,0,Infinity,,0
"20-daegu",17,True,Infinity,325000,Infinity,,0
"Pohang north",17,True,Infinity,0,Infinity,,0
"Ulsan-1",17,True,Infinity,0,Infinity,,0
"55-1",17,True,Infinity,0,Infinity,,0
"1-ab",17,True,Infinity,0,Infinity,,0
"1-bc",17,True,Infinity,403400,Infinity,,0
"1-cd",17,True,Infinity,403400,Infinity,,0
"1-de",17,True,Infinity,403400,Infinity,,0
"1-ef",17,True,Infinity,403400,Infinity,,0
"Yangsan-55",17,True,Infinity,403400,Infinity,,0
"Pohang Northwest",17,True,Infinity,0,Infinity,,0
"Busan-Yangsan",17,True,Infinity,0,Infinity,,0
"Ulsan-Busan",17,True,Infinity,0,Infinity,,0
"Ulsan-Busan sea",17,True,Infinity,0,Infinity,,0
"Ulsan sea appraoch",17,True,Infinity,0,Infinity,,0
"Sea base",17,True,Infinity,0,Infinity,,0
"sea base to sea lane",17,True,Infinity,0,Infinity,,0
"sea base to sea lane 1",17,True,Infinity,0,Infinity,,0
"sea lane ab",17,True,Infinity,0,Infinity,,0
"sea lane bc",17,False,Infinity,0,Infinity,,0
"sea lane into Pohang",17,False,Infinity,0,Infinity,,0
"northern sea lane",17,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",17,False,Infinity,0,Infinity,,0
"Yeongchon north",17,True,Infinity,403400,Infinity,,0
"Yeongchon south",17,True,Infinity,403400,Infinity,,0
"55-ab",18,True,Infinity,0,Infinity,,0
"55-bc",18,True,Infinity,0,Infinity,,0
"55-cd",18,True,Infinity,0,Infinity,,0
"55-de",18,True,Infinity,0,Infinity,,0
"55-ef",18,True,Infinity,0,Infinity,,0
"55fg",18,True,Infinity,0,Infinity,,0
"55-gh",18,True,Infinity,0,Infinity,,0
"55-hj",18,True,Infinity,0,Infinity,,0
"55-jk",18,True,Infinity,0,Infinity,,0
"55-kl",18,True,Infinity,0,Infinity,,0
"55-lm",18,True,Infinity,0,Infinity,,0
"55 west of Daegu",18,True,Infinity,0,Infinity,,0
"55 east of Daegu",18,True,Infinity,325000,Infinity,,0
"55-no",18,True,325000,325000,0,1,1
"55-op",18,True,Infinity,325000,Infinity,,0
"55-pq",18,True,Infinity,325000,Infinity,,0
"55-qr",18,True,Infinity,697050.482487315,Infinity,,0
"55-rs",18,True,Infinity,697050.482487315,Infinity,,0
"55-st",18,True,Infinity,697050.482487315,Infinity,,0
"55-tu",18,True,Infinity,697050.482487315,Infinity,,0
"55-uv",18,True,Infinity,697050.482487315,Infinity,,0
"55 near Gimhae",18,True,Infinity,688601.669817162,Infinity,,0
"10-a",18,True,Infinity,0,Infinity,,0
"10-b",18,True,Infinity,0,Infinity,,0
"10-c",18,True,Infinity,0,Infinity,,0
"Andong-55",18,True,Infinity,0,Infinity,,0
"35 east of Andong",18,True,Infinity,825682.229837584,Infinity,,0
"35ab",18,True,Infinity,825682.229837584,Infinity,,0
"35bc",18,True,Infinity,825682.229837584,Infinity,,0
"35cd",18,True,Infinity,825682.229837584,Infinity,,0
"55-Gyeongbuk",18,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",18,True,Infinity,0,Infinity,,0
"20 west Pohang",18,True,Infinity,0,Infinity,,0
"20-bc",18,True,Infinity,0,Infinity,,0
"20-35",18,True,Infinity,0,Infinity,,0
"20-daegu",18,True,Infinity,325000,Infinity,,0
"Pohang north",18,True,Infinity,0,Infinity,,0
"Ulsan-1",18,True,Infinity,0,Infinity,,0
"55-1",18,True,Infinity,0,Infinity,,0
"1-ab",18,True,Infinity,0,Infinity,,0
"1-bc",18,True,Infinity,436730.387329848,Infinity,,0
"1-cd",18,True,Infinity,436730.387329848,Infinity,,0
"1-de",18,True,Infinity,436730.387329848,Infinity,,0
"1-ef",18,True,Infinity,436730.387329848,Infinity,,0
"Yangsan-55",18,True,Infinity,336736.812670153,Infinity,,0
"Pohang Northwest",18,True,Infinity,0,Infinity,,0
"Busan-Yangsan",18,True,Infinity,0,Infinity,,0
"Ulsan-Busan",18,True,Infinity,0,Infinity,,0
"Ulsan-Busan sea",18,True,Infinity,0,Infinity,,0
"Ulsan sea appraoch",18,True,Infinity,0,Infinity,,0
"Sea base",18,True,Infinity,0,Infinity,,0
"sea base to sea lane",18,True,Infinity,0,Infinity,,0
"sea base to sea lane 1",18,True,Infinity,0,Infinity,,0
"sea lane ab",18,True,Infinity,0,Infinity,,0
"sea lane bc",18,False,Infinity,0,Infinity,,0
"sea lane into Pohang",18,False,Infinity,0,Infinity,,0
"northern sea lane",18,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",18,False,Infinity,0,Infinity,,0
"Yeongchon north",18,True,Infinity,436730.387329848,Infinity,,0
"Yeongchon south",18,True,Infinity,436730.387329848,Infinity,,0
"55-ab",19,True,Infinity,0,Infinity,,0
"55-bc",19,True,Infinity,0,Infinity,,0
"55-cd",19,True,Infinity,0,Infinity,,0
"55-de",19,True,Infinity,0,Infinity,,0
"55-ef",19,True,Infinity,0,Infinity,,0
"55fg",19,True,Infinity,0,Infinity,,0
"55-gh",19,True,Infinity,0,Infinity,,0
"55-hj",19,True,Infinity,0,Infinity,,0
"55-jk",19,True,Infinity,0,Infinity,,0
"55-kl",19,True,Infinity,0,Infinity,,0
"55-lm",19,True,Infinity,0,Infinity,,0
"55 west of Daegu",19,True,Infinity,0,Infinity,,0
"55 east of Daegu",19,True,Infinity,325000,Infinity,,0
"55-no",19,True,325000,325000,0,1,1
"55-op",19,True,Infinity,325000,Infinity,,0
"55-pq",19,True,Infinity,325000,Infinity,,0
"55-qr",19,True,Infinity,408758.197831789,Infinity,,0
"55-rs",19,True,Infinity,408758.197831789,Infinity,,0
"55-st",19,True,Infinity,408758.197831789,Infinity,,0
"55-tu",19,True,Infinity,408758.197831789,Infinity,,0
"55-uv",19,True,Infinity,408758.197831789,Infinity,,0
"55 near Gimhae",19,True,Infinity,532168,Infinity,,0
"10-a",19,True,Infinity,0,Infinity,,0
"10-b",19,True,Infinity,0,Infinity,,0
"10-c",19,True,Infinity,0,Infinity,,0
"Andong-55",19,True,Infinity,0,Infinity,,0
"35 east of Andong",19,True,Infinity,806381.835302705,Infinity,,0
"35ab",19,True,Infinity,806381.835302705,Infinity,,0
"35bc",19,True,Infinity,806381.835302705,Infinity,,0
"35cd",19,True,Infinity,806381.835302705,Infinity,,0
"55-Gyeongbuk",19,True,Infinity,0,Infinity,,0
"35-Gyeongbuk",19,True,Infinity,0,Infinity,,0
"20 west Pohang",19,True,Infinity,0,Infinity,,0
"20-bc",19,True,Infinity,0,Infinity,,0
"20-35",19,True,Infinity,0,Infinity,,0
"20-daegu",19,True,Infinity,325000,Infinity,,0
"Pohang north",19,True,Infinity,0,Infinity,,0
"Ulsan-1",19,True,Infinity,0,Infinity,,0
"55-1",19,True,Infinity,0,Infinity,,0
"1-ab",19,True,Infinity,0,Infinity,,0
"1-bc",19,True,Infinity,401199.402168211,Infinity,,0
"1-cd",19,True,Infinity,401199.402168211,Infinity,,0
"1-de",19,True,Infinity,401199.402168211,Infinity,,0
"1-ef",19,True,Infinity,401199.402168211,Infinity,,0
"Yangsan-55",19,True,Infinity,123409.802168211,Infinity,,0
"Pohang Northwest",19,True,Infinity,0,Infinity,,0
"Busan-Yangsan",19,True,Infinity,277789.6,Infinity,,0
"Ulsan-Busan",19,True,Infinity,0,Infinity,,0
"Ulsan-Busan sea",19,True,Infinity,0,Infinity,,0
"Ulsan sea appraoch",19,True,Infinity,0,Infinity,,0
"Sea base",19,True,Infinity,0,Infinity,,0
"sea base to sea lane",19,True,Infinity,0,Infinity,,0
"sea base to sea lane 1",19,True,Infinity,0,Infinity,,0
"sea lane ab",19,True,Infinity,0,Infinity,,0
"sea lane bc",19,False,Infinity,0,Infinity,,0
"sea lane into Pohang",19,False,Infinity,0,Infinity,,0
"northern sea lane",19,False,Infinity,0,Infinity,,0
"sea lane into north of pohang",19,False,Infinity,0,Infinity,,0
"Yeongchon north",19,True,Infinity,401199.402168211,Infinity,,0
"Yeongchon south",19,True,Infinity,401199.402168211,Infinity,,0
